Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FCO3459763,150191,229218,29/12/2021,29/12/2021
Pagado,FCO3459764,150210,318364,06/01/2022,06/01/2022
Pagado,FCO3459765,150416,59500,19/01/2022,19/01/2022
Pagado,FCO3459766,150764,26914,18/01/2022,18/01/2022
Pagado,FCO3459767,150799,531136,11/01/2022,11/01/2022
Pagado,FCO3459769,150891,582208,19/02/2022,19/02/2022
Pagado,FCO3459770,150926,44508,11/02/2022,11/02/2022
Pagado,FCO3459771,151706,648436,26/01/2022,26/01/2022
Pagado,FCO3459772,152036,499800,14/02/2022,14/02/2022
Pagado,FCO3459773,152095,283633,12/01/2022,12/01/2022
Pagado,FCO3459774,152123,511690,25/01/2022,25/01/2022
Pagado,FCO3459775,152123,1011500,11/03/2022,11/03/2022
Pagado,FCO3459776,153179,1265352,18/01/2022,18/01/2022
Pagado,FCO3459777,154045,68128,03/03/2022,03/03/2022
Pagado,FCO3459778,154065,312434,07/03/2022,07/03/2022
Pagado,FCO3459779,154271,346168,25/01/2022,25/01/2022
Pagado,FCO3459781,154923,41650,04/02/2022,04/02/2022
Pagado,FCO3459782,154962,83658,16/05/2022,16/05/2022
Pagado,FCO3459783,155208,299900,07/01/2022,07/01/2022
Pagado,FCO3459785,155621,304841,13/01/2022,13/01/2022
Pagado,FCO3459786,155706,187961,04/01/2022,04/01/2022
Pagado,FCO3459787,156373,0,19/07/2022,19/07/2022
Pagado,FCO3459788,156376,218659,21/01/2022,21/01/2022
Pagado,FCO3459789,156449,595000,14/01/2022,14/01/2022
Pagado,FCO3459790,156456,55700,31/12/2021,31/12/2021
Pagado,FCO3459791,156464,188493,14/01/2022,14/01/2022
Pagado,FCO3459793,156683,180250,30/03/2022,30/03/2022
Pagado,FCO3459794,156699,179719,12/01/2022,12/01/2022
Pagado,FCO3459795,157212,206103,12/01/2022,12/01/2022
Pagado,FCO3459796,157491,75512,07/01/2022,07/01/2022
Pagado,FCO3459797,157527,218070,21/01/2022,21/01/2022
Pagado,FCO3459798,157574,375503,11/01/2022,11/01/2022
Pagado,FCO3459799,157626,506977,03/01/2022,03/01/2022
Pagado,FCO3459800,157893,294679,13/01/2022,13/01/2022
Pagado,FCO3459801,157992,495834,02/01/2022,02/01/2022
Pagado,FCO3459802,158121,179950,13/01/2022,13/01/2022
Pagado,FCO3459804,158571,611660,20/01/2022,20/01/2022
Pagado,FCO3459805,158598,110602,30/12/2021,30/12/2021
Pagado,FCO3459806,158609,339250,18/01/2022,18/01/2022
Pagado,FCO3459808,158650,132147,13/01/2022,13/01/2022
Pagado,FCO3459809,159086,179719,05/01/2022,05/01/2022
Pagado,FCO3459810,159124,64501,07/01/2022,07/01/2022
Pagado,FCO3459812,159331,114993,19/01/2022,19/01/2022
Pagado,FCO3459813,159620,356290,26/04/2022,26/04/2022
Pagado,FCO3459815,159703,369628,05/01/2022,05/01/2022
Pagado,FCO3459816,160075,65080,25/01/2022,25/01/2022
Pagado,FCO3459817,160897,41650,17/01/2022,17/01/2022
Pagado,FCO3459818,160990,158678,18/02/2022,18/02/2022
Pagado,FCO3459819,161012,274754,28/01/2022,28/01/2022
Pagado,FCO3459820,161559,0,07/01/2022,07/01/2022
Pagado,FCO3459821,161658,35700,16/01/2022,16/01/2022
Pagado,FCO3459824,162024,107299,07/01/2022,07/01/2022
Pagado,FCO3459825,162069,1428000,19/01/2022,19/01/2022
Pagado,FCO3459826,162115,92185,29/12/2021,29/12/2021
Pagado,FCO3459827,162220,79046,18/01/2022,18/01/2022
Pagado,FCO3459828,162233,531136,04/06/2022,04/06/2022
Pagado,FCO3459829,162268,653138,14/01/2022,14/01/2022
Pagado,FCO3459831,162413,220684,17/01/2022,17/01/2022
Pagado,FCO3459832,162490,47701,04/01/2022,04/01/2022
Pagado,FCO3459833,162611,30444,18/03/2022,18/03/2022
Pagado,FCO3459835,162881,874064,17/01/2022,17/01/2022
Pagado,FCO3459836,162969,179464,26/01/2022,26/01/2022
Pagado,FCO3459837,163067,7599341,12/01/2022,12/01/2022
Pagado,FCO3459838,163074,83137,14/01/2022,14/01/2022
Pagado,FCO3459839,163237,940879,17/01/2022,17/01/2022
Pagado,FCO3459840,163443,1586667,10/03/2022,10/03/2022
Pagado,FCO3459842,163619,510706,14/01/2022,14/01/2022
Pagado,FCO3459843,163718,838378,09/02/2022,09/02/2022
Pagado,FCO3459844,164031,396668,19/08/2022,19/08/2022
Pagado,FCO3459846,164356,495706,11/01/2022,11/01/2022
Pagado,FCO3459847,164388,357992,18/01/2022,18/01/2022
Pagado,FCO3459848,164438,119000,14/02/2022,14/02/2022
Pagado,FCO3459849,164680,291029,18/03/2022,18/03/2022
Pagado,FCO3459850,164696,5685600,25/01/2022,25/01/2022
Pagado,FCO3459851,164702,275783,20/01/2022,20/01/2022
Pagado,FCO3459852,164800,46410,08/01/2022,08/01/2022
Pagado,FCO3459854,164818,1439900,28/03/2022,28/03/2022
Pagado,FCO3459855,165201,264180,17/01/2022,17/01/2022
Pagado,FCO3459856,165351,29155,01/02/2022,01/02/2022
Pagado,FCO3459857,165375,375446,22/02/2022,22/02/2022
Pagado,FCO3459858,165440,1221917,24/01/2022,24/01/2022
Pagado,FCO3459859,165680,257397,31/03/2022,31/03/2022
Pagado,FCO3459860,165701,455175,24/02/2022,24/02/2022
Pagado,FCO3459861,165736,892500,18/01/2022,18/01/2022
Pagado,FCO3459862,165757,136163,12/01/2022,12/01/2022
Pagado,FCO3459863,166531,105718,07/02/2022,07/02/2022
Pagado,FCO3459864,166785,55928,05/01/2022,05/01/2022
Pagado,FCO3459865,167228,232467,07/02/2022,07/02/2022
Pagado,FCO3459866,167248,635583,14/01/2022,14/01/2022
Pagado,FCO3459867,167275,1003469,12/01/2022,12/01/2022
Pagado,FCO3459869,167559,434284,20/01/2022,20/01/2022
Pagado,FCO3459870,167643,44738,28/01/2022,28/01/2022
Pagado,FCO3459872,168198,46410,18/01/2022,18/01/2022
Pagado,FCO3459873,168391,7737227,28/01/2022,28/01/2022
Pagado,FCO3459875,169200,225249,17/01/2022,17/01/2022
Pagado,FCO3459876,169514,44032,12/01/2022,12/01/2022
Pagado,FCO3459877,169556,1793001,06/01/2022,06/01/2022
Pagado,FCO3459878,169708,223917,31/01/2022,31/01/2022
Pagado,FCO3459879,170136,2441231,17/01/2022,17/01/2022
Pagado,FCO3459880,170265,117045,24/02/2022,24/02/2022
Pagado,FCO3459881,170265,1071000,24/02/2022,24/02/2022
Pagado,FCO3459882,170290,510688,21/01/2022,21/01/2022
Pagado,FCO3459883,170477,1286985,17/01/2022,17/01/2022
Pagado,FCO3459884,170599,126650,19/04/2022,19/04/2022
Pagado,FCO3459885,171065,92413,29/12/2021,29/12/2021
