Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FPA9000020592,4925280,38,01/07/2020,31/08/2021
Pagado,FPA9000020593,4925289,24,01/07/2020,31/08/2021
Pagado,FPA9000020594,4925438,8,01/07/2020,31/08/2021
Pagado,FPA9000020597,6352764,50,06/07/2020,31/01/2022
Pagado,FPA9000020601,6419550,10,01/07/2020,31/08/2021
Pagado,FPA9000020604,6420119,14,01/07/2020,31/08/2021
Pagado,FPA9000020609,7405660,6,01/07/2020,31/08/2021
Pagado,FPA9000020610,7405682,12,01/07/2020,31/08/2021
Pagado,FPA9000020612,7497525,12,01/07/2020,31/08/2021
Pagado,FPA9000020613,7497741,32,01/07/2020,31/08/2021
Pagado,FPA9000020614,7497757,6,01/07/2020,31/08/2021
Pagado,FPA9000020615,7501660,19,01/07/2020,31/08/2021
Pagado,FPA9000020618,7508157,26,01/07/2020,31/08/2021
Pagado,FPA9000020622,7968044,40,01/07/2020,31/01/2022
Pagado,FPA9000020630,7971000,12,01/07/2020,31/08/2021
Pagado,FPA9000020632,7971030,32,01/07/2020,31/08/2021
Pagado,FPA9000020636,7971113,10,01/07/2020,31/08/2021
Pagado,FPA9000020638,7971142,62,06/07/2020,31/01/2022
Pagado,FPA9000020642,7972038,66,01/07/2020,31/08/2021
Pagado,FPA9000020644,7973456,13,06/07/2020,31/01/2022
Pagado,FPA9000020652,7991203,40,01/07/2020,31/01/2022
Pagado,FPA9000020657,66985143,10,01/07/2020,31/08/2021
Pagado,FPA9000020662,66986863,22,01/07/2020,31/08/2021
Pagado,FPA9000020665,67021833,1264,06/07/2020,31/01/2022
Pagado,FPA9000020667,67024653,60,01/07/2020,31/08/2021
Pagado,FPA9000020670,67028296,15,01/07/2020,31/08/2021
Pagado,FPA9000020672,67028744,11,01/07/2020,31/08/2021
Pagado,FPA9000020676,67029010,49,01/07/2020,31/08/2021
Pagado,FPA9000020679,67029819,10,01/07/2020,31/08/2021
Pagado,FPA9000020680,67029955,69,01/07/2020,31/01/2022
Pagado,FPA9000020681,67030045,6,01/07/2020,31/08/2021
Pagado,FPA9000020682,67030052,6,01/07/2020,31/08/2021
Pagado,FPA9000020683,67030065,22,01/07/2020,31/08/2021
Pagado,FPA9000020685,67030397,23,01/07/2020,31/01/2022
Pagado,FPA9000020686,67032951,32,01/07/2020,31/08/2021
Pagado,FPA9000020687,67066541,13,06/07/2020,31/08/2021
Pagado,FPA9000020689,67140883,30,01/07/2020,31/08/2021
Pagado,FPA9000020693,67169805,12,01/07/2020,31/01/2022
Pagado,FPA9000020697,67208156,25,01/07/2020,31/01/2022
Pagado,FPA9000020698,67208169,19,01/07/2020,31/08/2021
Pagado,FPA9000020701,67505575,24,01/07/2020,31/08/2021
Pagado,FPA9000020706,697403,10,01/07/2020,31/08/2021
Pagado,FPA9000020712,667688,36,06/07/2020,31/08/2021
Pagado,FPA9000020728,672599,15,06/07/2020,31/08/2021
Pagado,FPA9000020732,676233,11,06/07/2020,31/08/2021
Pagado,FPA9000020733,680554,101,06/07/2020,28/02/2022
Pagado,FPA9000020737,681118,17,06/07/2020,30/09/2021
Pagado,FPA9000020742,681892,46,06/07/2020,31/08/2021
Pagado,FPA9000020762,683374,15,06/07/2020,31/08/2021
Pagado,FPA9000020764,683428,3,06/07/2020,31/08/2021
Pagado,FPA9000020767,683510,128,06/07/2020,31/08/2021
Pagado,FPA9000020780,683820,162,06/07/2020,31/08/2021
Pagado,FPA9000020785,683979,47,06/07/2020,31/08/2021
Pagado,FPA9000020788,684095,60,06/07/2020,30/10/2021
